Produce_Type,Temperature_C,Humidity_Percent,Days_Since_Harvest,Remaining_Shelf_Life_Days
Onion,28,60,8,16
Potato,11,66,5,53
Spinach,3,100,2,6
Cucumber,18,93,20,1
Tomato,25,72,1,5
Capsicum,12,78,6,2
Spinach,5,95,16,1
Capsicum,13,73,7,6
Potato,13,50,16,36
Cabbage,7,95,15,29
Onion,22,51,19,7
Capsicum,16,72,7,4
Cucumber,20,94,1,4
Carrot,0,88,14,21
Capsicum,20,80,14,1
Brinjal,13,63,20,1
Spinach,3,93,20,1
Cucumber,14,93,1,9
Tomato,16,75,15,1
Carrot,8,91,20,29
Spinach,1,96,16,1
Cauliflower,8,94,11,6
Capsicum,8,77,11,1
Capsicum,16,83,6,6
Cauliflower,8,85,14,6
Cabbage,8,94,6,12
Tomato,20,63,6,1
Spinach,4,95,9,1
Spinach,5,95,7,3
Onion,27,56,3,36
Cucumber,11,89,12,1
Onion,26,41,9,21
Cucumber,18,84,3,4
Capsicum,8,66,7,1
Cucumber,19,91,3,2
Carrot,3,90,6,45
Potato,13,68,11,33
Cabbage,2,91,10,29
Capsicum,11,74,4,12
Brinjal,23,80,8,1
Tomato,23,75,5,4
Spinach,2,95,14,1
Spinach,3,100,15,1
Cabbage,2,89,9,33
Spinach,3,97,3,11
Spinach,4,97,12,1
Potato,11,40,1,26
Tomato,19,75,2,8
Tomato,15,62,19,1
Cabbage,6,89,12,24
Capsicum,18,82,10,8
Onion,18,42,6,34
Cabbage,9,87,5,16
Spinach,2,92,19,1
Cabbage,0,90,9,29
Tomato,24,80,1,5
Cabbage,4,86,10,8
Capsicum,11,68,2,13
Cabbage,4,91,5,35
Carrot,5,88,19,31
Carrot,10,90,13,41
Tomato,23,79,10,1
Cucumber,10,87,10,1
Potato,20,51,15,12
Onion,22,40,1,21
Cucumber,14,82,14,1
Tomato,24,78,4,1
Tomato,23,67,11,1
Spinach,0,93,7,5
Cabbage,6,87,12,7
Spinach,4,98,7,6
Capsicum,20,74,6,3
Potato,12,57,1,32
Cucumber,14,86,7,1
Cabbage,1,94,14,5
Spinach,2,100,11,1
Brinjal,13,80,7,6
Spinach,3,97,17,1
Brinjal,15,65,19,1
Cucumber,17,95,10,5
Carrot,0,93,10,10
Cucumber,17,84,18,1
Onion,15,57,13,3
Brinjal,13,69,17,1
Capsicum,13,66,7,1
Carrot,3,88,4,44
Onion,21,44,9,10
Carrot,5,95,1,28
Cauliflower,3,94,17,1
Cucumber,13,93,6,2
Tomato,17,57,1,8
Cabbage,7,85,13,18
Cabbage,8,90,10,31
Capsicum,16,78,14,1
Tomato,20,71,12,1
Cabbage,10,85,1,17
Cucumber,12,82,5,10
Brinjal,25,63,16,1
Capsicum,15,74,3,12
Tomato,18,72,11,1
Cauliflower,9,91,10,11
Tomato,16,51,8,2
Cauliflower,10,88,1,23
Cabbage,9,92,10,36
Capsicum,10,73,13,2
Carrot,9,86,13,46
Capsicum,20,71,3,11
Cucumber,14,92,6,3
Carrot,10,92,13,16
Potato,17,49,20,4
Potato,17,70,13,29
Cauliflower,7,91,17,1
Potato,17,62,20,31
Cabbage,9,85,15,28
Cauliflower,4,90,10,8
Capsicum,13,73,13,5
Capsicum,17,74,3,5
Brinjal,12,74,10,1
Cauliflower,4,87,12,17
Capsicum,11,66,12,3
Potato,17,69,5,37
Cucumber,20,94,7,6
Carrot,4,87,18,36
Cauliflower,3,93,8,9
Capsicum,9,72,13,1
Spinach,3,100,14,1
Tomato,16,58,8,1
Potato,13,57,8,20
Brinjal,15,71,15,1
Onion,22,40,18,9
Spinach,2,90,1,9
Spinach,0,93,18,1
Tomato,29,75,11,1
Cucumber,19,86,3,11
Cauliflower,10,86,18,1
Tomato,22,78,10,1
Carrot,5,90,11,35
Onion,24,53,17,13
Spinach,2,99,16,1
Spinach,3,91,15,1
Brinjal,19,65,16,1
Spinach,4,92,3,7
Potato,10,40,19,4
Cucumber,10,88,2,10
Brinjal,15,65,3,9
Cabbage,6,92,12,29
Cauliflower,0,91,15,1
Onion,16,68,16,7
Cucumber,12,80,12,1
Brinjal,15,78,2,3
Cabbage,4,88,15,12
Brinjal,10,62,11,3
Cauliflower,4,94,3,22
Cucumber,16,82,2,11
Spinach,4,90,15,1
Cucumber,14,94,7,7
Brinjal,17,76,8,3
Carrot,6,91,4,21
Onion,15,55,1,28
Cauliflower,10,93,20,1
Capsicum,13,67,11,2
Onion,19,62,18,1
Capsicum,17,77,15,1
Capsicum,11,81,11,5
Capsicum,9,81,19,1
Cauliflower,10,91,3,13
Potato,13,70,13,31
Tomato,15,72,17,1
Carrot,3,89,12,19
Potato,16,44,8,27
Carrot,10,85,5,17
Onion,20,48,16,5
Potato,13,54,19,33
Cucumber,15,86,18,1
Carrot,10,93,8,13
Carrot,10,89,12,19
Spinach,2,92,1,8
Tomato,25,58,8,1
Spinach,2,90,3,6
Cucumber,19,95,9,1
Onion,28,66,2,12
Onion,20,65,7,23
Capsicum,9,73,15,1
Potato,12,67,14,33
Onion,25,57,7,5
Carrot,5,93,3,25
Carrot,5,90,9,47
Brinjal,15,74,10,1
Cucumber,16,84,4,1
Brinjal,14,61,2,6
Cauliflower,0,89,19,1
Cabbage,10,92,6,11
Tomato,15,70,17,1
Cucumber,20,93,13,1
Carrot,6,94,16,24
Brinjal,16,74,9,1
Cucumber,12,95,8,1
Spinach,2,99,14,1
Cabbage,1,85,8,27
Carrot,10,90,10,21
Spinach,5,95,3,12
Cucumber,11,90,5,2
Carrot,5,90,10,14
Spinach,3,99,14,1
Onion,26,67,20,12
Onion,15,61,7,21
Potato,11,63,9,25
Cucumber,12,93,8,3
Capsicum,18,70,18,1
Onion,15,58,4,34
Spinach,5,91,10,1
Spinach,3,99,4,9
Carrot,4,93,15,43
Cauliflower,4,85,12,8
Cucumber,10,81,7,1
Carrot,8,93,7,46
Cauliflower,6,94,5,5
Cabbage,7,94,7,41
Carrot,9,91,6,18
Potato,16,64,12,28
Cabbage,10,89,12,17
Potato,18,50,11,37
Cabbage,0,93,18,1
Onion,22,61,7,10
Tomato,27,64,4,3
Brinjal,23,62,6,2
Carrot,10,94,19,26
Cauliflower,0,85,6,20
Cucumber,11,88,15,1
Brinjal,16,75,18,1
Cabbage,8,89,6,27
Cucumber,17,90,9,1
Cauliflower,0,95,20,9
Carrot,1,93,20,15
Brinjal,20,60,15,1
Spinach,3,93,14,1
Spinach,4,94,1,12
Brinjal,16,72,9,1
Potato,10,59,9,42
Tomato,29,50,12,1
Carrot,0,88,10,37
Capsicum,18,67,9,1
Spinach,2,90,5,9
Capsicum,7,82,16,1
Cauliflower,10,85,14,1
Cucumber,19,89,9,5
Onion,22,63,15,4
Cucumber,14,86,7,4
Capsicum,17,68,14,1
Spinach,1,98,10,2
Onion,26,60,18,1
Carrot,10,87,6,29
Capsicum,13,69,8,9
Cauliflower,0,89,2,28
Carrot,6,93,17,20
Cauliflower,7,88,10,4
Tomato,17,55,9,1
Tomato,19,61,3,4
Tomato,23,68,13,1
Cucumber,10,86,11,1
Cauliflower,5,86,18,8
Onion,18,53,7,5
Cabbage,10,87,1,21
Cauliflower,7,89,5,18
Spinach,5,99,9,4
Cucumber,10,93,16,1
Potato,13,51,9,22
Spinach,2,94,18,1
Tomato,29,57,19,1
Spinach,4,93,5,8
Cauliflower,6,92,10,17
Tomato,16,68,18,1
Capsicum,9,66,13,2
Potato,18,57,6,25
Potato,17,68,2,14
Onion,30,65,7,18
Capsicum,11,78,12,1
Capsicum,13,67,19,1
Brinjal,21,72,3,7
Carrot,10,86,9,46
Potato,12,50,14,27
Spinach,2,94,17,1
Potato,11,57,9,47
Brinjal,12,66,1,14
Potato,19,44,3,40
Potato,13,64,9,38
Cauliflower,0,92,20,1
Potato,10,40,5,18
Carrot,8,86,3,36
Cucumber,19,90,12,1
Carrot,7,88,7,22
Carrot,2,85,1,36
Potato,15,60,18,37
Spinach,0,100,14,1
Cabbage,1,88,4,40
Brinjal,17,66,10,5
Tomato,15,80,3,1
Brinjal,18,66,17,1
Potato,16,61,1,43
Potato,10,40,19,41
Onion,15,51,6,27
Carrot,6,87,7,42
Tomato,21,58,13,1
Capsicum,19,77,10,7
Spinach,5,98,15,1
Carrot,2,89,16,44
Tomato,24,78,14,1
Capsicum,18,81,19,1
Capsicum,20,84,2,8
Spinach,1,91,15,1
Carrot,6,89,16,23
Tomato,26,73,18,1
Capsicum,9,73,13,6
Capsicum,8,69,12,1
Onion,16,48,12,3
Onion,19,48,7,22
Cucumber,17,83,20,1
Carrot,1,92,2,32
Carrot,4,94,6,36
Cabbage,4,86,15,23
Potato,19,67,12,7
Capsicum,8,75,1,8
Capsicum,12,74,8,4
Carrot,6,95,11,30
Spinach,2,99,2,10
Onion,28,68,4,17
Cabbage,6,92,7,23
Capsicum,11,67,1,15
Potato,12,43,16,42
Capsicum,20,71,16,1
Brinjal,21,75,10,5
Cucumber,18,81,4,7
Carrot,6,95,4,34
Spinach,1,96,13,1
Cabbage,9,92,7,21
Potato,18,47,18,7
Potato,11,43,2,57
Spinach,2,98,16,1
Cauliflower,6,88,13,3
Spinach,4,99,8,1
Potato,11,67,13,36
Onion,25,65,8,28
Capsicum,15,76,1,12
Cauliflower,9,95,9,1
Cabbage,3,94,8,17
Tomato,29,51,18,1
Brinjal,13,70,6,2
Tomato,15,56,15,1
Tomato,29,69,17,1
Brinjal,12,77,5,9
Spinach,3,92,11,1
Cucumber,10,93,15,1
Cabbage,1,94,9,18
Cabbage,2,95,9,16
Onion,26,60,19,1
Cauliflower,5,93,11,11
Cabbage,7,86,9,7
Cabbage,7,89,14,10
Spinach,3,98,10,1
Brinjal,14,60,7,8
Tomato,27,72,6,1
Cabbage,8,94,7,9
Spinach,4,90,11,4
Potato,20,45,12,3
Cabbage,2,87,1,23
Brinjal,18,74,4,9
Cabbage,3,87,2,19
Cabbage,6,86,13,7
Cauliflower,3,86,17,12
Cucumber,19,86,18,1
Capsicum,8,81,11,1
Spinach,4,91,2,7
Tomato,28,54,6,1
Tomato,24,63,19,1
Cabbage,10,93,15,23
Capsicum,12,66,16,1
Carrot,10,93,6,32
Tomato,29,60,15,1
Potato,18,51,5,28
Potato,13,45,18,1
Potato,17,51,3,56
Potato,16,68,2,25
Brinjal,20,67,5,5
Tomato,16,64,20,1
Tomato,29,61,19,1
Cauliflower,8,93,1,9
Spinach,4,97,8,1
Brinjal,14,73,1,9
Capsicum,15,70,14,5
Capsicum,18,68,12,1
Tomato,20,53,6,1
Brinjal,24,75,10,1
Cucumber,11,87,5,8
Cauliflower,3,85,10,20
Brinjal,24,66,10,1
Cauliflower,9,88,7,6
Spinach,1,93,17,1
Spinach,2,91,8,1
Brinjal,23,78,19,1
Cucumber,18,88,7,8
Carrot,10,91,16,7
Brinjal,17,71,12,1
Onion,25,45,19,1
Capsicum,17,85,15,1
Onion,18,55,8,4
Cucumber,11,82,18,1
Onion,16,41,6,31
Cucumber,15,80,18,1
Onion,23,54,10,1
Brinjal,16,66,7,5
Spinach,1,90,6,9
Onion,19,43,14,1
Brinjal,14,66,13,1
Capsicum,14,78,2,15
Cabbage,4,95,9,23
Potato,18,63,12,26
Brinjal,25,78,13,1
Potato,14,44,19,36
Capsicum,14,74,9,1
Cabbage,0,91,4,39
Capsicum,12,75,19,1
Brinjal,17,71,20,1
Carrot,1,85,13,46
Cucumber,14,93,10,1
Tomato,18,78,20,1
Cucumber,19,83,3,3
Capsicum,7,83,5,6
Onion,28,42,7,16
Brinjal,15,68,3,8
Potato,12,53,5,23
Capsicum,12,73,18,1
Onion,16,62,17,9
Carrot,2,93,20,16
Cucumber,12,85,8,3
Onion,22,58,11,1
Carrot,2,94,18,32
Spinach,4,98,9,5
Cauliflower,6,87,6,14
Cucumber,12,95,14,1
Cabbage,2,89,2,44
Tomato,18,62,1,4
Spinach,3,95,7,5
Brinjal,16,73,12,2
Spinach,4,90,15,1
Cabbage,1,95,9,10
Brinjal,15,74,18,1
Cauliflower,4,86,18,1
Brinjal,13,67,6,8
Brinjal,22,67,13,1
Cabbage,9,90,16,29
Cabbage,5,85,4,31
Capsicum,10,72,4,13
Potato,13,61,2,42
Cabbage,4,93,20,28
Capsicum,13,70,12,5
Carrot,3,94,3,17
Carrot,1,88,10,49
Cucumber,18,81,12,1
Brinjal,25,65,14,1
Cabbage,8,93,8,34
Brinjal,13,71,19,1
Spinach,3,92,15,1
Tomato,27,78,13,1
Cucumber,17,82,16,1
Spinach,0,93,7,1
Tomato,29,51,16,1
Onion,27,55,4,13
Tomato,27,75,7,1
Cucumber,16,90,16,1
Potato,15,66,12,6
Cauliflower,6,88,5,12
Carrot,9,86,12,26
Cucumber,18,95,9,1
Cabbage,1,86,20,9
Carrot,9,88,7,51
Brinjal,23,79,11,1
Cucumber,12,91,6,9
Brinjal,10,62,8,5
Potato,16,47,1,44
Cabbage,7,91,18,3
Spinach,0,98,13,1
Spinach,2,91,6,7
Cauliflower,2,88,4,15
Cauliflower,5,89,1,9
Potato,16,53,5,39
Capsicum,12,71,20,1
Potato,17,62,15,38
Cabbage,6,94,6,17
Capsicum,14,70,7,9
Tomato,25,55,6,1
Spinach,3,90,19,1
Carrot,4,92,16,18
Potato,18,58,10,10
Carrot,8,88,6,41
Capsicum,15,77,20,1
Cucumber,15,94,8,1
Brinjal,11,68,14,1
Tomato,27,65,15,1
Capsicum,10,65,15,1
Capsicum,9,77,7,6
Potato,15,56,1,57
Onion,30,46,17,5
Tomato,21,74,14,1
Cucumber,10,83,17,1
Potato,18,53,13,31
Tomato,29,80,9,1
Cauliflower,6,87,18,4
Onion,29,49,3,21
Tomato,19,66,8,1
Spinach,5,92,18,1
Cauliflower,10,93,5,6
Tomato,17,65,9,1
Cauliflower,3,90,15,1
Cabbage,1,89,18,10
Capsicum,15,73,14,5
Onion,22,53,6,26
Potato,16,41,13,29
Capsicum,14,72,5,8
Brinjal,21,60,15,1
Carrot,2,95,8,23
Capsicum,20,69,11,1
Potato,13,61,7,45
Tomato,27,67,10,1
Spinach,3,94,15,1
Capsicum,20,71,11,9
Tomato,18,79,14,1
Capsicum,13,76,4,5
Cauliflower,4,85,10,7
Brinjal,11,79,14,1
Tomato,29,53,1,9
Brinjal,22,67,15,1
Tomato,23,71,7,1
Carrot,4,90,11,46
Tomato,20,67,20,1
Brinjal,25,74,19,1
Cucumber,14,93,19,1
Tomato,20,53,18,1
Cauliflower,9,85,1,11
Tomato,19,75,2,1
Cauliflower,6,93,1,27
Spinach,0,96,9,6
Tomato,20,59,16,1
Spinach,3,90,12,3
Onion,21,58,17,1
Brinjal,12,73,9,4
Capsicum,8,65,15,4
Potato,20,66,8,16
Carrot,0,87,15,18
Carrot,5,93,12,23
Tomato,16,53,3,5
Spinach,4,90,14,1
Spinach,5,99,13,1
Capsicum,12,82,9,9
Spinach,5,92,16,1
Cabbage,9,86,5,23
Potato,17,66,1,54
Capsicum,11,69,5,13
Tomato,16,59,2,6
Spinach,0,97,11,1
Onion,25,49,14,1
Cabbage,6,90,15,8
Spinach,1,100,17,1
Onion,22,64,15,1
Brinjal,11,73,10,1
Onion,29,48,18,22
Cauliflower,9,92,20,1
Cauliflower,10,93,20,6
Potato,13,67,14,43
Cauliflower,6,91,20,1
Potato,14,48,2,20
Tomato,18,77,19,1
Capsicum,20,81,7,4
Cucumber,17,84,10,1
Onion,25,59,10,17
Cabbage,6,86,3,16
Carrot,2,85,20,28
Brinjal,18,73,12,1
Cucumber,17,90,9,3
Onion,15,70,13,6
Potato,19,54,9,21
Onion,27,41,17,21
Cabbage,2,85,20,12
Cauliflower,2,89,10,8
Potato,15,62,14,18
Onion,30,48,17,11
Brinjal,21,66,2,8
Onion,28,52,9,5
Cucumber,18,84,8,1
Cauliflower,2,91,20,10
Cabbage,9,86,12,38
Tomato,22,61,1,2
Capsicum,20,74,15,1
Cucumber,10,86,15,1
Spinach,2,98,1,14
Tomato,19,57,2,7
Capsicum,8,67,19,1
Spinach,3,91,5,4
Tomato,26,54,2,8
Tomato,27,77,6,1
Spinach,0,99,17,1
Brinjal,16,71,3,4
Capsicum,7,80,11,3
Potato,15,40,7,36
Onion,15,44,11,16
Cucumber,19,85,5,9
Brinjal,10,72,10,2
Carrot,0,93,4,54
Cauliflower,4,92,12,2
Spinach,2,99,18,1
Brinjal,16,77,3,2
Onion,16,50,20,13
Capsicum,7,81,20,1
Onion,16,46,3,25
Tomato,27,51,3,7
Carrot,10,95,13,21
Onion,22,51,5,31
Cucumber,15,83,14,1
Cauliflower,3,87,17,11
Cucumber,18,90,19,1
Cabbage,0,92,18,1
Potato,14,57,10,25
Potato,12,53,1,40
Brinjal,16,79,2,8
Brinjal,25,67,14,1
Onion,29,41,8,18
Carrot,7,85,13,16
Cabbage,3,87,7,33
Spinach,4,99,12,1
Tomato,18,67,9,1
Onion,24,64,18,18
Capsicum,14,70,2,7
Spinach,1,98,7,4
Cabbage,8,90,16,12
Spinach,5,95,11,1
Cucumber,19,91,14,1
Tomato,25,61,19,1
Tomato,25,67,10,1
Capsicum,10,73,1,10
Brinjal,11,64,17,1
Cabbage,8,95,8,22
Spinach,2,92,4,11
Cauliflower,5,93,1,23
Brinjal,20,79,1,8
Carrot,2,92,13,39
Tomato,25,60,8,1
Potato,13,42,8,30
Tomato,24,59,13,1
Cauliflower,3,92,12,12
Cucumber,10,85,15,1
Cauliflower,8,85,18,6
Spinach,0,94,7,5
Cucumber,15,86,1,6
Carrot,1,87,9,18
Cauliflower,2,95,13,6
Spinach,5,98,16,1
Cabbage,10,95,13,14
Brinjal,10,66,2,7
Potato,10,51,10,36
Spinach,1,95,11,2
Onion,30,63,20,16
Cucumber,16,87,11,1
Tomato,18,77,14,1
Spinach,5,91,9,1
Onion,21,65,2,30
Carrot,0,94,16,34
Brinjal,22,67,19,1
Onion,23,60,17,10
Potato,15,49,6,11
Potato,11,55,2,31
Cucumber,19,86,5,1
Cauliflower,2,91,16,1
Onion,22,49,1,10
Cabbage,2,88,8,24
Potato,14,45,15,41
Cauliflower,6,88,16,1
Spinach,1,94,15,1
Cauliflower,5,90,15,13
Onion,22,68,12,28
Onion,27,49,4,26
Cucumber,16,87,8,5
Brinjal,23,76,5,3
Onion,28,61,20,11
Capsicum,7,78,18,1
Onion,20,69,16,10
Cabbage,4,89,11,36
Cabbage,10,86,18,10
Cucumber,13,94,16,1
Brinjal,24,77,9,5
Cucumber,13,93,2,9
Tomato,29,69,10,1
Cucumber,12,89,15,1
Tomato,24,53,16,1
Cauliflower,9,85,6,24
Potato,13,69,11,15
Carrot,7,95,6,39
Carrot,2,85,6,33
Cabbage,5,89,10,29
Carrot,9,94,5,54
Cabbage,1,87,5,43
Carrot,5,87,8,48
Onion,22,66,8,23
Cucumber,12,94,8,3
Brinjal,14,64,18,1
Brinjal,14,63,9,3
Carrot,10,93,15,36
Capsicum,9,73,9,2
Onion,15,47,14,6
Cucumber,14,82,1,4
Cucumber,19,94,10,4
Carrot,5,86,8,24
Onion,29,62,11,6
Tomato,23,72,13,1
Spinach,1,92,1,8
Cauliflower,3,92,4,14
Onion,21,55,7,22
Onion,22,45,15,3
Tomato,20,69,1,4
Carrot,7,89,4,22
Onion,22,67,5,25
Carrot,7,95,3,17
Potato,20,56,14,42
Tomato,25,68,16,1
Carrot,3,87,9,50
Tomato,19,53,4,1
Potato,16,55,12,41
Brinjal,25,69,3,10
Carrot,4,88,10,22
Cabbage,0,90,8,36
Cauliflower,6,92,15,1
Onion,18,44,16,17
Cucumber,13,92,17,1
Brinjal,14,67,2,6
Spinach,4,93,10,1
Potato,16,67,8,13
Potato,20,64,1,49
Cucumber,10,85,13,1
Spinach,3,99,19,1
Spinach,0,100,5,4
Tomato,23,57,12,1
Capsicum,16,74,19,1
Carrot,10,85,3,35
Tomato,16,51,2,5
Cauliflower,7,85,2,19
Spinach,4,91,9,5
Cabbage,0,94,3,45
Capsicum,11,69,8,7
Carrot,9,92,4,38
Onion,28,46,12,22
Brinjal,17,79,3,12
Carrot,5,93,7,42
Carrot,6,89,13,40
Cabbage,10,93,16,4
Brinjal,12,80,19,1
Spinach,4,99,15,1
Onion,29,59,3,24
Spinach,2,99,4,3
Spinach,0,94,3,8
Potato,14,59,12,14
Cauliflower,5,94,14,16
Potato,14,63,18,38
Spinach,0,97,18,1
Cucumber,11,86,5,10
Potato,12,51,6,11
Potato,11,64,1,18
Potato,15,52,2,36
Onion,30,66,5,6
Carrot,4,95,7,27
Potato,17,53,5,21
Onion,26,44,9,6
Cabbage,6,87,15,11
Onion,30,65,7,11
Cauliflower,5,89,12,9
Onion,24,69,3,34
Onion,21,58,18,1
Cabbage,5,93,6,21
Tomato,20,65,19,1
Spinach,4,93,16,1
Carrot,7,88,3,25
Potato,18,57,11,15
Potato,12,53,11,45
Cauliflower,0,85,10,3
Brinjal,17,65,3,10
Cauliflower,5,90,15,1
Cucumber,17,81,17,1
Cauliflower,0,89,8,17
Cucumber,12,95,14,1
Onion,28,52,6,8
Capsicum,17,68,20,1
Capsicum,12,77,7,8
Cauliflower,3,87,12,6
Tomato,19,75,19,1
Spinach,1,99,13,1
Onion,26,70,11,1
Capsicum,20,83,19,1
Tomato,19,55,17,1
Onion,24,58,5,5
Cucumber,20,86,12,1
Spinach,3,91,8,1
Onion,16,64,20,4
Cauliflower,0,92,14,6
Capsicum,14,77,11,2
Onion,29,70,17,1
Cabbage,6,94,4,38
Capsicum,14,74,18,1
Carrot,10,95,5,33
Carrot,5,93,17,36
Cucumber,16,83,3,12
Potato,11,66,3,56
Cucumber,19,94,16,1
Cauliflower,8,94,13,1
Tomato,17,72,6,1
Brinjal,17,66,8,3
Carrot,1,88,7,30
Carrot,4,90,2,35
Capsicum,15,73,14,4
Onion,30,51,13,1
Cabbage,5,88,5,31
Capsicum,16,68,12,5
Cauliflower,10,91,5,14
Capsicum,16,70,2,7
Cauliflower,1,86,2,18
Onion,16,52,18,5
Cabbage,1,87,12,3
Spinach,0,97,11,1
Carrot,9,88,5,24
Cabbage,10,89,1,28
Spinach,3,92,9,1
Spinach,1,90,10,2
Cabbage,1,91,7,30
Onion,17,68,5,31
Spinach,2,93,9,6
Carrot,6,94,1,50
Brinjal,13,70,19,1
Capsicum,16,71,19,1
Carrot,10,87,10,17
Spinach,0,96,13,1
Spinach,5,93,16,1
Spinach,0,100,18,1
Capsicum,19,84,5,15
Spinach,3,98,14,1
Cabbage,5,92,4,42
Tomato,21,71,7,1
Onion,22,66,9,19
Cauliflower,3,88,17,7
Cauliflower,5,85,14,6
Potato,14,66,12,19
Cabbage,10,88,6,24
Carrot,8,95,9,20
Carrot,4,86,5,50
Potato,19,55,11,25
Spinach,5,90,11,1
Carrot,5,90,12,15
Cucumber,12,92,19,1
Potato,16,54,6,26
Potato,20,49,4,45
Cauliflower,0,90,9,17
Cauliflower,6,94,8,17
Cucumber,18,95,10,3
Cucumber,14,92,16,1
Spinach,4,93,14,1
Carrot,0,85,12,15
Tomato,30,78,15,1
Onion,24,58,8,7
Onion,16,62,20,1
Capsicum,13,65,14,5
Brinjal,14,72,15,1
Capsicum,19,68,9,1
Capsicum,19,66,4,15
Cauliflower,3,94,9,7
Cabbage,2,88,12,17
Carrot,4,93,9,22
Cauliflower,4,91,15,15
Capsicum,16,84,13,1
Tomato,29,56,19,1
Spinach,4,99,17,1
Potato,16,44,2,33
Cucumber,10,89,16,1
Spinach,4,97,14,1
Onion,19,63,14,7
Cucumber,18,91,3,8
Onion,21,49,10,9
Potato,12,67,12,26
Brinjal,14,63,9,4
Cauliflower,3,90,8,19
Brinjal,14,78,13,1
Cauliflower,2,90,13,17
Carrot,8,94,2,20
Carrot,4,86,15,14
Onion,24,66,9,4
Capsicum,15,76,12,1
Carrot,9,87,14,30
Potato,19,47,13,5
Spinach,2,92,12,1
Onion,20,69,8,17
Spinach,3,99,19,1
Cabbage,8,88,20,13
Carrot,4,92,7,13
Capsicum,11,85,9,5
Tomato,30,72,11,1
Tomato,23,50,11,1
Tomato,18,55,14,1
Capsicum,8,67,10,1
Onion,22,51,10,3
Onion,21,70,11,14
Onion,26,48,15,1
Carrot,5,86,13,24
Spinach,0,97,15,1
Cucumber,14,91,15,1
Potato,18,64,8,14
Brinjal,21,75,3,3
Cucumber,15,89,3,3
Brinjal,13,75,16,1
Cucumber,17,89,1,14
Onion,23,41,11,1
Cabbage,0,89,17,15
Brinjal,13,77,12,1
Capsicum,9,68,11,1
Brinjal,13,61,2,8
Onion,28,50,1,28
Potato,17,51,7,10
Cauliflower,4,95,12,10
Capsicum,9,71,18,1
Cucumber,13,92,7,2
Onion,18,60,14,26
Spinach,4,96,16,1
Carrot,5,86,1,24
Capsicum,14,81,15,1
Tomato,19,58,2,2
Onion,26,55,2,8
Potato,10,50,13,7
Cucumber,19,95,14,1
Brinjal,17,68,8,1
Brinjal,23,65,2,4
Potato,13,56,5,32
Cucumber,13,87,3,3
Brinjal,11,76,19,1
Capsicum,17,74,2,11
Onion,28,56,7,27
Cabbage,3,88,11,28
Brinjal,17,77,3,10
Onion,26,70,16,9
Tomato,16,54,9,1
Cucumber,17,89,17,1
Cucumber,15,86,1,4
Capsicum,9,68,2,7
Cucumber,18,92,1,14
Onion,21,48,5,13
Cauliflower,6,90,5,8
Cauliflower,7,86,3,25
Potato,10,49,8,26
Spinach,2,97,11,1
Cabbage,6,88,9,18
Cauliflower,9,90,12,8
Onion,28,41,15,1
Cauliflower,2,87,12,1
Tomato,19,55,17,1
Capsicum,7,71,2,8
Cucumber,13,93,16,1
Onion,27,46,10,16
Tomato,30,54,13,1
Onion,25,64,17,12
Capsicum,13,67,16,1
Tomato,15,58,1,3
Cucumber,19,83,1,8
Tomato,28,77,2,5
Cabbage,2,88,11,17
Tomato,15,52,6,1
Capsicum,14,70,1,19
Cauliflower,7,87,1,29
Capsicum,7,83,4,14
Capsicum,12,71,18,1
Brinjal,10,65,8,1
Cabbage,4,86,8,36
Capsicum,13,71,10,1
Carrot,0,93,8,37
Brinjal,23,64,13,1
Cucumber,17,85,18,1
Cauliflower,6,90,13,4
Cucumber,13,81,11,2
Cabbage,9,94,6,38
Spinach,3,90,6,8
Brinjal,24,67,10,1
Potato,12,60,17,34
Carrot,6,85,7,31
Carrot,8,90,5,30
Cabbage,9,86,14,9
Cabbage,9,91,4,38
Cabbage,2,91,20,2
Potato,20,59,17,1
Tomato,16,68,13,1
Cabbage,8,85,17,3
Capsicum,16,67,9,6
Capsicum,20,75,2,10
Cucumber,17,86,5,7
Carrot,6,90,3,27
Cucumber,20,95,12,1
Brinjal,21,79,2,4
Brinjal,10,73,3,2
Cauliflower,8,95,7,7
Cucumber,10,81,14,1
Carrot,5,85,20,16
Spinach,0,90,3,8
Potato,17,69,1,56
Spinach,3,96,11,2
Cucumber,17,90,8,1
Brinjal,11,69,12,1
Cucumber,15,89,18,1
Tomato,23,65,3,1
Cabbage,3,95,10,19
Brinjal,18,70,12,1
Onion,18,47,12,6
Carrot,8,86,16,18
Spinach,1,98,3,8
Cauliflower,9,87,10,19
Brinjal,25,73,7,1
Capsicum,11,67,19,1
Carrot,8,89,9,27
Potato,10,48,9,43
Potato,16,60,20,1
Cabbage,2,90,14,13
Brinjal,19,78,6,9
Cucumber,16,81,3,12
Cauliflower,9,87,1,11
Cauliflower,10,94,19,5
Cabbage,7,93,5,28
Onion,25,61,7,9
Cabbage,10,88,16,13
Onion,17,47,16,17
Capsicum,16,73,16,1
Cucumber,13,95,14,1
Capsicum,15,70,10,10
Spinach,3,100,7,1
Potato,17,63,7,12
Cabbage,6,85,18,1
Potato,18,50,7,14
Onion,22,65,4,18
Spinach,4,94,12,1
Cauliflower,4,89,11,3
Cauliflower,4,90,16,2
Cucumber,16,87,7,6
Cucumber,20,87,15,1
Cucumber,16,91,6,2
Brinjal,23,70,15,1
